Blog,Recipe,Link,Time,Ingredients
Pinch of Yum,Two-Person Banana Cream Pies,https://pinchofyum.com/two-person-banana-cream-pies,25 minutes,"['graham cracker crust', 'graham crackers', 'sugar', 'butter', 'banana cream pie filling', 'banana', 'banana slices', 'sugar', 'cornstarch', 'salt', 'egg yolk', 'whole milk', 'butter', 'vanilla']"
Pinch of Yum,Lemongrass Vermicelli Salad,https://pinchofyum.com/lemongrass-vermicelli-salad,25 minutes,"['lemongrass sauce:', 'lemongrass paste', 'garlic', 'fish sauce', 'vegetable oil', 'lime juice', 'rice vinegar', 'brown sugar', 'roasted red chile paste', 'vermicelli salad:', 'vermicelli or thin rice noodles', 'carrots', 'cucumber', 'fresh mint', 'fresh cilantro', 'chopped peanuts', 'cooked tofu, shrimp, or chicken']"
Pinch of Yum,Peanut Butter Chocolate Chip Cookie Cheesecake Bars,https://pinchofyum.com/peanut-butter-chocolate-chip-cookie-cheesecake-bars,1 hour,"['butter', 'white sugar', 'brown sugar', 'peanut butter', 'egg', 'flour', 'baking soda', 'salt', 'rolled oats', 'chocolate chips', 'cream cheese', 'sugar', 'egg', 'vanilla']"
Pinch of Yum,"Corn, Avocado, and Quinoa Salad with Marinated Tomatoes",https://pinchofyum.com/corn-avocado-and-quinoa-salad-with-marinated-tomatoes,30 minutes,"['quinoa', 'raw sweet corn', 'marinated tomatoes', 'and their juices', 'shallot', 'fresh cilantro and chives', 'limes', 'olive oil', 'kosher salt', 'cotija cheese', 'avocados']"
Pinch of Yum,5-Ingredient Marinated Tomatoes,https://pinchofyum.com/5-ingredient-marinated-tomatoes,10 minutes,"['cherry or grape tomatoes', 'garlic', 'olive oil', 'vinegar', 'lemon juice', 'herbs', 'salt']"
Pinch of Yum,Caramelized Pork Tacos with Pineapple Salsa,https://pinchofyum.com/caramelized-pork-tacos-with-pineapple-salsa,25 minutes,"['oil', 'shallot', 'garlic', 'jalapeño', 'fish sauce', 'boneless pork loin', 'sugar', 'water', 'pineapple', 'cucumber', 'cilantro', 'red onion', 'shallot', 'lime juice', 'salt', 'tortillas', 'cilantro', 'lime', 'chili sauce']"
Pinch of Yum,Creamy Shrimp Pasta with Corn and Tomatoes,https://pinchofyum.com/creamy-shrimp-pasta-with-corn-and-tomatoes,30 minutes,"['linguine', 'reserved pasta water', 'butter', 'shrimp', 'salt', 'garlic', 'cherry tomatoes', 'cooked or grilled fresh sweet corn', 'fresh spinach', 'lemon juice', 'heavy cream', 'fresh basil', 'parmesan', 'salt', 'pepper']"
Pinch of Yum,Mango Kiwi Coolers,https://pinchofyum.com/mango-kiwi-coolers,15 minutes,"['mango layer', 'frozen diced mango', 'plain yogurt', 'honey', 'lime', 'ice', 'water', 'kiwi layer', 'kiwis', 'plain yogurt', 'honey', 'spinach', 'ice', 'kiwi slices']"
Pinch of Yum,Couscous Salad with Lime Basil Vinaigrette,https://pinchofyum.com/couscous-salad-with-lime-basil-vinaigrette,30 minutes,"['couscous sweet potato black bean salad', 'couscous', 'water', 'sweet potatoes', 'black beans', 'baby spinach', 'crumbled feta cheese', 'red onion', 'chopped pistachios', 'lime basil vinaigrette', 'basil', 'olive oil', 'garlic', 'kosher salt', 'red pepper flakes', 'water']"
Pinch of Yum,Goddess Curry Chicken Salad,https://pinchofyum.com/curry-chicken-salad,25 minutes,"['chicken breasts', 'curry powder,', 'garlic powder,', 'onion powder', 'greek yogurt', 'olive oil', 'water', 'honey', 'golden raisins', 'pistachios', 'cilantro', 'parsley', 'salt', 'pepper']"
Pinch of Yum,The LA Chop,https://pinchofyum.com/the-la-chop,30 minutes,"['salad:', 'lemon vinaigrette', 'kosher salt', 'freshly cracked black pepper', 'iceberg lettuce', 'radicchio', 'red onion', 'heirloom cherry tomatoes', 'chickpeas', 'fresh pearl mozzarella', 'provolone cheese', 'genoa salami', 'pepperoncini', 'oregano', 'lemon vinaigrette:', 'lemon', 'red wine vinegar', 'garlic', 'shallot', 'olive oil', 'kosher salt', 'freshly cracked black pepper']"
Pinch of Yum,Roasted Tomato Puttanesca,https://pinchofyum.com/roasted-tomato-puttanesca,40 minutes,"['on your sheet pan:', 'cherry or grape tomatoes', 'fresh white button mushrooms', 'onion', 'olive oil', 'salt', 'for your pasta:', 'spaghetti', 'diced tomatoes', 'garlic', 'salt', 'pitted olives', 'olive oil', '1 lemon', 'jar capers', 'butter', 'fresh basil', 'parmesan']"
Pinch of Yum,Grilled Sausage and Peppers with Garlic Aioli,https://pinchofyum.com/grilled-sausage-and-peppers-with-garlic-aioli,30 minutes,"['sausage and peppers', 'never any! mild italian style chicken sausages', 'bell peppers', 'onion', 'stonemill roasted garlic herb grill seasoning', 'olive oil', 'lemon juice', 'salt', 'specially selected brioche hot dog buns', 'garlic aioli', 'mayonnaise', 'simply nature organic garlic stir in paste', 'simply nature organic basil stir in paste', 'salt', 'lemon juice']"
Pinch of Yum,The Best Easy Peanut Butter Pie,https://pinchofyum.com/the-best-easy-peanut-butter-pie,20 minutes,"['peanut butter', 'sugar', 'whipped topping', 'cool whip', 'cream cheese', 'oreo crust', 'oreos', 'butter']"
Pinch of Yum,Garlic Parmesan Shellbows,https://pinchofyum.com/garlic-parmesan-shellbows,25 minutes,"['butter', 'garlic', 'vegetable', 'chicken broth', 'whole milk', 'salt', 'pasta', 'parmesan cheese', 'heavy cream', 'half and half']"
Pinch of Yum,Triple Berry Cheesecake Muffins,https://pinchofyum.com/triple-berry-cheesecake-muffins,40 minutes,"['streusel:', 'butter', 'brown sugar', 'flour', 'salt', 'cheesecake layer:', 'cream cheese', 'egg yolk', 'sugar', 'triple berry muffins:', 'butter', 'sugar', 'brown sugar', 'eggs', 'plain yogurt', 'vanilla extract', 'flour', 'baking soda', 'baking powder', 'salt', 'frozen berry blend']"
Pinch of Yum,Springy Vegetable Quiche,https://pinchofyum.com/spring-quiche,1 hour 10 minutes,"['butter', 'shallot', 'veggies', 'simply nature organic grade a cage free eggs', 'heavy cream', 'emporium selection specialty shredded gouda cheese', 'salt', 'bakehouse creations pie crust']"
Pinch of Yum,Homemade Cauliflower Gnocchi,https://pinchofyum.com/homemade-cauliflower-gnocchi,30 minutes,"['cauliflower gnocchi:', 'frozen cauliflower florets', 'flour', 'salt']"
Pinch of Yum,Caprese Chicken with Smashed Potatoes,https://pinchofyum.com/caprese-chicken-with-smashed-potatoes,45 minutes,"['for the smashed potatoes:', 'small red or gold potatoes', 'olive oil, garlic powder, salt,', 'pepper', 'fresh parsley', 'chives', 'for the chicken:', 'chicken breasts', 'olive oil, salt,', 'pepper', 'roasted or sun dried tomatoes', 'havarti cheese', 'basil', 'balsamic reduction']"
Pinch of Yum,Deep Dish Cookie Bowls for Two,https://pinchofyum.com/deep-dish-cookie-bowls,30 minutes,"['butter, melted', 'brown sugar', 'egg yolk', 'vanilla', 'flour', 'salt', 'baking soda', 'chocolate chips']"
Pinch of Yum,Amazing Mushroom Bowls with Kale Pesto,https://pinchofyum.com/mushroom-bowls-with-kale-pesto,50 minutes,"['smoky-sweet marinade', 'olive oil', 'maple syrup', 'soy sauce', 'smoked paprika', 'cumin', 'italian seasoning', 'onion powder', 'garlic powder', 'salt', 'black pepper', 'bowls', 'fresh mushrooms', 'fresh pineapple chunks', 'bell peppers', 'rice', 'cauliflower rice', 'kale pesto', 'magic green sauce', 'yummy sauce']"
Pinch of Yum,Instant Pot Mac and Cheese,https://pinchofyum.com/instant-pot-mac-and-cheese,10 minutes,"['elbow pasta', 'water', 'salt', 'butter,', 'shredded cheese', 'whole milk']"
Pinch of Yum,Three Cheese Baked Ziti,https://pinchofyum.com/three-cheese-baked-ziti,1 hour 30 minutes,"['the sauce', 'olive oil', 'pancetta', 'onion', 'cloves', 'crushed red pepper flakes', 'tomato paste', 'tomato sauce', 'crushed tomatoes', 'salt', 'the baked ziti', 'ziti', 'mascarpone cheese', 'garlic', 'salt', 'mozzarella cheese', 'provolone cheese']"
Pinch of Yum,Instant Pot Buffalo Chicken Tacos,https://pinchofyum.com/instant-pot-buffalo-chicken-tacos,40 minutes,"['buffalo chicken:', 'boneless skinless chicken thighs', 'onion powder', 'salt', 'pepper', 'buffalo sauce', 'ranch:', 'mayonnaise', 'olive oil', 'water', 'white vinegar', 'garlic', 'dried dill', 'parsley', 'onion powder', 'salt', 'black pepper', 'tacos:', 'tortillas', 'shredded cabbage', 'cilantro', 'avocado', 'limes']"
Pinch of Yum,Vegetarian Chili,https://pinchofyum.com/vegetarian-chili,1 hour 15 minutes,"['the “meat:”', 'walnuts', 'fresh mushrooms', 'carrots', 'the chili:', 'olive oil', 'onion', 'garlic', 'diced green chiles', 'tomato paste', 'chili powder', 'cumin', 'smoked paprika', 'soy sauce', 'salt', 'diced or crushed tomatoes', 'beans', 'water']"
Pinch of Yum,Sesame Beef and Broccoli,https://pinchofyum.com/sesame-beef-and-broccoli,30 minutes,"['the basics:', 'beef flank steak', 'broccoli', 'vegetable oil', 'garlic', 'fresh peeled ginger', 'white rice', 'brown rice', 'cauliflower rice', 'green onions', 'the sauce:', 'low sodium soy sauce', 'water', 'brown sugar', 'sambal oelek', 'rice vinegar', 'sesame oil', 'cornstarch']"
Pinch of Yum,Queso Chicken Chili with Roasted Corn and Jalapeño,https://pinchofyum.com/queso-chicken-chili,8 hours 15 minutes,"['chicken breasts', 'salsa', 'water', 'cumin', 'chili powder', 'salt', 'bell peppers', 'corn', 'jalapeño pepper', 'black beans', 'light cream cheese', 'pepper jack cheese', 'cilantro', 'blue corn tortilla chips']"
Pinch of Yum,Instant Pot Pot Roast,https://pinchofyum.com/instant-pot-pot-roast,1 hour 15 minutes,"['chuck roast', 'oil', 'onion', 'garlic', 'carrots', 'celery stalks', 'mushrooms', 'red potatoes', 'tomato paste', 'red wine', 'beef broth', 'fresh rosemary', 'fresh thyme', 'worcestershire sauce', 'salt', 'cornstarch']"
Pinch of Yum,Date Night Lemon Pappardelle with Shrimp,https://pinchofyum.com/date-night-lemon-pappardelle-with-shrimp,25 minutes,"['uncooked shrimp', 'butter', 'fresh garlic', 'white wine', 'heavy cream', 'salt', 'parmesan cheese', 'fresh lemon juice', 'pappardelle', 'fettuccini pasta', '(', 'black pepper']"
Pinch of Yum,Cashew Chicken,https://pinchofyum.com/cashew-chicken,30 minutes,"['chicken:', 'flour', 'cornstarch', 'salt', 'paprika', 'cold water', 'vegetable oil', 'boneless skinless chicken breasts', 'cashew halves', 'sauce:', 'hoisin sauce', 'soy sauce', 'white vinegar', 's', 'riracha', 'granulated sugar', 'fresh garlic', 'fresh ginger']"
Pinch of Yum,Chicken Enchilada Casserole,https://pinchofyum.com/chicken-enchilada-casserole,45 minutes,"['cooked, shredded chicken', 'enchilada sauce', 'mexican cheese', 'flour tortillas', 'refried beans']"
Pinch of Yum,Creamy Thai Sweet Potato Curry,https://pinchofyum.com/creamy-thai-sweet-potato-curry,30 minutes,"['oil', 'shallots', 'sweet potatoes', 'fresh baby spinach', 'curry paste', 'regular coconut milk', 'broth', 'water', 'peanuts', 'cilantro', 'fish sauce']"
Pinch of Yum,Spicy Sofritas Tofu,https://pinchofyum.com/spicy-sofritas-veggie-bowls,1 hour 15 minutes,"['poblano pepper', 'chipotle peppers', 'adobo sauce', 'garlic', 'cumin', 'chili powder', 'smoked paprika', 'salsa', 'canola oil', 'salt', 'extra firm tofu']"
Pinch of Yum,Sheet Pan Chicken Pitas with Tzatziki,https://pinchofyum.com/sheet-pan-chicken-pitas,45 minutes,"['chicken:', 'boneless skinless chicken breasts', 'garlic', 'olive oil', 'lemon juice', 'each', 'cumin', 'smoked paprika', 'kosher salt', 'curry powder', 'black pepper', 'peppers:', 'bell peppers', 'olive oil', 'salt', 'tzatziki:', 'full-fat plain greek yogurt', 'grated cucumber', 'lemon juice', 'olive oil', 'garlic', 'dried dill', 'salt', 'pepper', 'other:', 'cucumbers', 'red onion', 'kalamata olives', 'feta chees', 'flatbread']"
Pinch of Yum,Yummy Salmon Burgers with Slaw,https://pinchofyum.com/yummy-salmon-burgers-slaw,15 minutes,"['salmon burgers', 'cooked salmon', 'eggs', 'breadcrumbs', 'salt', 'garlic powder', 'fresh herbs', 'lemon juice', 'olive oil', 'cabbage slaw:', 'green cabbage', 'greek yogurt', 'white\xa0distilled', 'vinegar', 'salt', 'garlic powder', 'fresh herbs']"
Pinch of Yum,Healthy Carrot Muffins,https://pinchofyum.com/carrot-muffins,25 minutes,"['rolled oats', 'medjool dates', 'olive oil', 'real maple syrup', 'carrots', 'eggs', 'baking soda', 'cinnamon', 'salt', 'walnuts', 'raisins']"
Pinch of Yum,Cauliflower Walnut Vegetarian Taco Meat,https://pinchofyum.com/cauliflower-walnut-vegetarian-taco-meat,35 minutes,"['the vegetarian taco meat basics:', 'cauliflower florets', 'whole', 'walnuts', 'chipotles in adobo sauce', 'chili powder', 'cumin', 'salt', 'optional add-ins:', 'lime juice', 'garlic or onion powder', 'cayenne']"
Pinch of Yum,Cashew Golden Milk Latte,https://pinchofyum.com/cashew-golden-milk-latte,10 minutes,"['cashews', 'water', 'ground turmeric', 'cinnamon', 'fresh peeled ginger', 'ginger paste', 'honey', 'salt']"
Pinch of Yum,Best Easy Fish Tacos,https://pinchofyum.com/best-easy-fish-tacos,30 minutes,['fish tacos:']
Pinch of Yum,Chicken Tikka Masala,https://pinchofyum.com/chicken-tikka-masala,30 minutes,"['chicken tikka masala:', 'chicken breasts', 'masala paste', 'plain yogurt', 'oil', 'tomato puree', 'heavy cream', 'salt', 'rice', 'cilantro', 'masala paste:', 'onions', 'garlic', 'fresh ginger', 'garam masala', 'chili powder', 'turmeric', 'cumin', 'cloves', 'salt', 'cayenne pepper', 'cilantro stems', 'lemon']"
Pinch of Yum,Spicy Peanut Soup with Sweet Potato + Kale,https://pinchofyum.com/sweet-potato-peanut-soup,35 minutes,"['olive oil', 'onion', 'jalapeño', 'garlic', 'sweet potatoes', 'fire roasted tomatoes', 'light coconut milk', 'water', 'salt', 'curry', 'turmeric', 'chopped peanuts', 'peanut butter', 'kale']"
Pinch of Yum,Roasted Cauliflower Hummus Bowls,https://pinchofyum.com/roasted-cauliflower-hummus-bowls,1 hour,"['roasted cauliflower:', 'cauliflower', 'olive oil', 'kosher salt', 'paprika', 'cumin', 'oregano', 'black pepper', 'hummus', 'chickpeas', 'olive oil', 'water', 'garlic', 'kosher salt', 'two lemons', 'serve with:', 'fresh tomato', 'fresh parsley', 'soft boiled egg', 'pulled rotisserie chicken', 'warm pita', 'harissa', 'olive oil, kosher salt, black pepper']"
Pinch of Yum,Winter Grain Bowl with Balsamic Dressing,https://pinchofyum.com/winter-grain-bowl-with-balsamic-dressing,1 hour 30 minutes,"['golden or red beets', 'sweet potatoes', 'olive oil', 'salt', 'wild rice', 'dried cherries', 'shredded kale', 'crumbled goat cheese', 'pistachios', 'balsamic dressing', 'balsamic vinegar', 'olive oil', 'mayonnaise', 'salt', 'dijon mustard']"
Pinch of Yum,Instant Pot Chicken Cacciatore,https://pinchofyum.com/instant-pot-chicken-cacciatore,30 minutes,"['instant pot chicken cacciatore:', 'simply nature organic extra virgin olive oil', 'simply nature organic chicken breasts', 'chicken thighs', 'onion', 'garlic', 'mushrooms', 'pepper', 'dry white wine', 'simply nature organic chicken broth', 'simply nature organic diced tomatoes', 'salt', 'finish with:', 'capers', 'butter', 'parsley', 'lemon', 'parmesan', 'capellini']"
Pinch of Yum,The Best Swedish Meatballs,https://pinchofyum.com/swedish-meatballs,1 hour 30 minutes,"['swedish meatballs:', 'white bread', 'heavy cream', 'butter', 'onion', 'garlic', 'ground beef', 'ground pork', 'egg', 'brown sugar', 'salt', 'black pepper', 'gravy:', 'butter', 'flour', 'beef broth', 'sour cream', 'worcestershire sauce']"
Pinch of Yum,Ang’s Creamy Tortellini Soup,https://pinchofyum.com/tortellini-soup,40 minutes,"['italian sausage', 'yellow onion', 'celery stalks', 'carrots', 'garlic cloves', 'kosher sea salt', 'ground black pepper', 'italian seasoning', 'fennel seed', 'tomato paste', 'dry white wine', 'flour', 'chicken broth', 'refrigerated cheese tortellini', 'half and half', 'heavy cream', 'fresh spinach']"
Pinch of Yum,Coconut Curry Salmon,https://pinchofyum.com/coconut-curry-salmon,30 minutes,"['salmon:', 'salmon', 'brown sugar', 'curry powder', 'onion powder', 'garlic powder', 'kosher salt', 'olive oil', 'coconut curry sauce:', 'olive oil', 'garlic', 'ginger', 'lemongrass paste', 'brown sugar', 'red curry paste', 'coconut milk', 'fish sauce or soy sauce', 'lime juice and zest', 'fresh spinach', 'cilantro, basil, mint, or other fresh herbs']"
Pinch of Yum,No Knead Cheese Bread,https://pinchofyum.com/no-knead-cheese-bread,12 hours 30 minutes,"['all purpose flour', 'salt', 'instant', 'yeast', 'room temperature water', 'olive oil', 'shredded cheese of choice']"
Pinch of Yum,The Best Instant Pot Mashed Potatoes,https://pinchofyum.com/instant-pot-mashed-potatoes,30 minutes,"['potatoes,', 'salt', 'butter', 'garlic', 'herbs', 'cream cheese', 'sour cream', 'parmesan cheese', 'broth', 'milk']"
Pinch of Yum,Spicy Peanut Tofu Bowls,https://pinchofyum.com/spicy-peanut-tofu-bowls,40 minutes,"['extra firm tofu', 'cornstarch', 'olive oil', 'salt', 'head of broccoli', 'red bell peppers', 'uncooked rice', 'peanut butter', 'soy sauce', 'sesame oil', 'rice vinegar', 'sambal oelek or chili paste', 'sugar, honey, or agave', 'ginger', 'garlic']"
Pinch of Yum,Squash Salad with Kale and Roasted Garlic Dressing,https://pinchofyum.com/squash-salad-with-kale,50 minutes,"['salad:', 'butternut squash', 'garbanzo beans', 'oil', 'kosher salt', 'garlic', 'chopped kale', 'honeycrisp apple', 'pepitas', 'dried cherries', 'dressing:', 'olive oil', 'lemon', 'salt', 'black pepper', 'sugar', 'very important:']"
Pinch of Yum,Chicken Pot Pie with Biscuits,https://pinchofyum.com/chicken-pot-pie-with-biscuits,1 hour,"['biscuits:', 'flour', 'baking powder', 'sugar', 'kosher salt', 'whole milk', 'filling:', 'sprigs of thyme', 'shallots', 'carrots', 'celery stalks', 'flour', 'dry white wine', 'whole milk', 'chicken broth', 'shredded chicken', 'frozen peas', 'salt', 'lemon juice', 'black pepper']"
Pinch of Yum,Greek Baked Orzo,https://pinchofyum.com/greek-baked-orzo,50 minutes,"['olive oil', 'onion', 'garlic cloves', 'red bell pepper', 'kale', 'dried oregano', 'red pepper flakes', 'kosher salt', 'tomato paste', 'uncooked orzo', 'diced fire roasted tomatoes', 'cooked chicken', 'chickpeas', 'vegetable', 'chicken broth', 'butter', 'feta', 'dill', 'lemon']"
Pinch of Yum,Feel-Good Apple Muffins,https://pinchofyum.com/feel-good-apple-muffins,25 minutes,[]
Pinch of Yum,Healing Chicken and Rice Soup,https://pinchofyum.com/healing-chicken-and-rice-soup,50 minutes,"['olive oil', 'garlic', 'fresh ginger', 'shallot', 'boneless skinless chicken thighs', 'salt', 'turmeric', 'baby spinach', 'jasmine rice', 'chicken broth', 'limes', 'soy sauce', 'fish sauce', 'fresh herbs', 'peanuts', 'cashews']"
Pinch of Yum,Ridiculous Baked Gnocchi with Vodka Sauce,https://pinchofyum.com/ridiculous-baked-gnocchi-with-vodka-sauce,40 minutes,"['vodka sauce:', 'butter', 'garlic', 'tomato paste', 'vodka', 'heavy cream', 'chicken broth', 'water', 'kosher salt', 'gnocchi:', 'delallo gnocchi kits', 'mozzarella cheese balls', 'parmesan cheese', 'parsley', 'basil']"
Pinch of Yum,Spicy Shrimp with Cauliflower Mash and Garlic Kale,https://pinchofyum.com/spicy-shrimp-cauliflower-mash-roasted-kale,45 minutes,"['olive oil', 'cauliflower', 'garlic', 'milk', 'vegetable or chicken broth', 'white beans', 'cornmeal', 'shredded cheese', 'salt', 'bacon fat', 'kalettes or chopped kale', 'garlic', 'olive oil', 'shrimp', 'garlic salt, chili powder, cayenne, and/or black pepper']"
Pinch of Yum,Easy Veggie Enchiladas,https://pinchofyum.com/easy-veggie-enchiladas,1 hour,"['broccoli', 'sweet potato', 'red bell pepper', 'onion', 'olive oil', 'salt', 'black beans', 'v&v supremo', 'chihuahua® brand quesadilla cheese', 'enchilada sauce', 'corn tortillas', 'avocado', 'cilantro,', 'lime']"
Pinch of Yum,Chicken Meatballs with Peppers and Orzo,https://pinchofyum.com/chicken-meatballs-with-peppers-and-orzo,1 hour 5 minutes,"['chicken meatballs:', 'ground turkey or chicken', 'egg', 'panko', 'parmesan', 'garlic powder, onion powder, and kosher salt', 'sauce:', 'garlic', 'sliced peppers', 'capers', 'plain tomato sauce', 'kosher salt', 'creamy orzo', 'orzo', 'mascarpone', 'cream cheese, goat cheese, cream, or butter', 'kosher salt, parmesan, and parsley']"
Pinch of Yum,Vegetarian Shepherd’s Pie,https://pinchofyum.com/vegetarian-shepherds-pie,55 minutes,"['vegetarian shepherd’s pie filling:', 'olive oil', 'shallots', 'mushrooms', 'carrots', 'fresh herbs', 'tomato paste', 'flour', 'red wine', 'veggie broth', 'salt', 'peas', 'mashed potatoes:', 'potatoes', 'greek yogurt', 'butter', 'olive oil']"
Pinch of Yum,Pumpkin Rigatoni with Rosemary Walnut Crispies,https://pinchofyum.com/pumpkin-rigatoni,45 minutes,"['butter', 'garlic', 'pumpkin puree', 'chicken or vegetable broth', 'heavy cream', 'kosher salt', 'lemon', 'rigatoni', 'walnuts', 'rosemary leaves', 'melted butter', 'brown sugar', 'salt', 'black pepper']"
Pinch of Yum,Cinnamon Sugar Apple Cake,https://pinchofyum.com/cinnamon-sugar-apple-cake,1 hour,"['apple cake:', 'brown sugar', 'oil', 'egg', 'buttermilk', 'vanilla', 'baking soda', 'flour', 'chopped apples', 'cinnamon sugar topping:', 'sugar', 'cinnamon', 'butter']"
Pinch of Yum,Paprika Chicken Pasta,https://pinchofyum.com/paprika-chicken-pasta,45 minutes,"['paprika chicken', 'chicken breasts', 'olive oil', 'paprika, garlic powder, onion powder, salt', 'creamy paprika pasta', 'farfalle', 'butter', 'garlic', 'flour', 'dry white wine', 'chicken broth', 'paprika', 'heavy cream', 'kosher salt', 'lemon juice']"
Pinch of Yum,Quinoa Sweet Potato Salad,https://pinchofyum.com/quinoa-sweet-potato-salad,1 hour,"['sweet potato salad', 'sweet potatoes', 'shallots', 'rosemary', 'thyme', 'salt', 'olive oil', 'chickpeas', 'whole walnuts', 'maple syrup', 'extras', 'quinoa', 'baby kale', 'dressing of choice']"
Pinch of Yum,Instant Pot Cauliflower Curry,https://pinchofyum.com/instant-pot-cauliflower-curry,15 minutes,"['onion,', 'garlic', 'cauliflower', 'squash', 'red lentils', 'red curry paste', 'turmeric', 'diced tomatoes', 'coconut milk', 'water', 'kosher salt']"
Pinch of Yum,Easy Vegan Burrito Bowls,https://pinchofyum.com/easy-vegan-burrito-bowls,1 hour,"['cauliflower walnut taco meat:', 'cauliflower florets', 'whole', 'walnuts', 'chipotles in adobo sauce', 'chili powder', 'cumin', 'salt', 'burrito bowls:', 'bell peppers', 'olive oil', 'salt', 'uncooked rice', 'black beans', 'lime wedges', 'cilantro']"
Pinch of Yum,Pumpkin Energy Bites,https://pinchofyum.com/pumpkin-energy-bites,15 minutes,"['oats', 'pumpkin puree', 'almond butter', 'peanut butter', 'chia seeds', 'pumpkin seeds', 'vanilla extract', 'maple syrup', 'honey', 'salt', 'dark chocolate chips']"
Pinch of Yum,Sheet Pan BBQ Tofu,https://pinchofyum.com/bbq-tofu,45 minutes,"['extra firm tofu', 'cornstarch', 'brown sugar', 'smoked paprika', 'chili powder', 'onion powder', 'garlic powder', 'kosher salt', 'olive oil']"
Pinch of Yum,Instant Pot Italian Beef Sandwiches,https://pinchofyum.com/instant-pot-italian-beef,1 hour 45 minutes,"['for the italian beef:', 'beef chuck roast', 'garlic', 'onion', 'dried oregano', 'dried basil', 'onion powder', 'paprika', 'garlic powder', 'red pepper flakes', 'salt', 'black pepper', 'beef broth', 'giardiniera', 'for the sandwiches:', 'hoagie or sandwich rolls', 'delallo giardiniera', 'provolone']"
Pinch of Yum,Breakfast Crunchwrap,https://pinchofyum.com/breakfast-crunchwrap,45 minutes,"['hashbrown potatoes', 'oil', 'taco seasoning', 'southwestern spices', 'cajun spices', 'salt', 'ground pork sausage', 'eggs', 'v&v supremo', 'chihuahua® brand quesadilla cheese', 'flour tortillas']"
Pinch of Yum,Spicy Shrimp Tacos with Garlic Cilantro Lime Slaw,https://pinchofyum.com/spicy-shrimp-tacos-with-garlic-cilantro-lime-slaw,30 minutes,"['oil', 'water', 'green onions', 'cilantro leaves', 'garlic', 'salt', 'limes', 'sour cream', 'full-fat greek yogurt', 'each', 'chili powder', 'cumin', 'each', 'onion powder', 'garlic powder', 'cayenne pepper', 'coarse sea salt', 'shrimp', 'green cabbage', 'tortillas', 'avocados', 'cotija cheese', 'lime wedges']"
Pinch of Yum,Vegan Sheet Pan Fajitas with Chipotle Queso,https://pinchofyum.com/vegan-sheet-pan-fajitas-with-chipotle-queso,45 minutes,"['sheet pan fajitas:', 'red bell peppers', 'yellow bell peppers', 'red onion', 'portobello mushroom caps', 'chili powder', 'cumin', 'garlic powder', 'onion powder', 'olive oil', 'salt', 'tortillas, avocado,', 'chipotle queso:', 'cashews', 'water', 'green chiles', 'chipotle pepper', 'kosher', 'salt']"
Pinch of Yum,Feel-Good Zucchini Muffins,https://pinchofyum.com/feel-good-zucchini-muffins,25 minutes,"['rolled oats', 'medjool dates', 'olive oil', 'real maple syrup', 'zucchini', 'eggs', 'baking soda', 'sea salt', 'cinnamon', 'chocolate chips']"
Pinch of Yum,Farmers’ Market Pasta with Walnut Pesto,https://pinchofyum.com/farmers-market-pasta-with-walnut-pesto,50 minutes,"['farmers’ market pasta:', 'pasta', 'seasonal veggies', 'garlic', 'olive oil', 'salt', 'vegan walnut pesto:', 'walnuts', 'basil leaves', 'olive oil', 'garlic', 'lemon', 'kosher salt']"
Pinch of Yum,Two Person Raspberry Crumbles,https://pinchofyum.com/two-person-raspberry-crumbles,29 minute,"['berry mixture:', 'fresh or frozen berries', 'sugar', 'cornstarch', 'lemon juice', 'crumble layer:', 'butter', 'rolled oats', 'flour', 'brown sugar', 'baking powder', 'salt']"
Pinch of Yum,BBQ Salmon Bowls with Mango Avocado Salsa,https://pinchofyum.com/bbq-salmon-mango-salsa,25 minutes,"['salmon:', 'salmon', 'brown sugar', 'smoked paprika', 'onion powder', 'garlic powder', 'chili powder', 'kosher salt', 'olive oil', 'mango avocado salsa:', 'mangoes', 'avocado', 'cilantro', 'red onion', 'jalapeño', 'honey', 'lime juice', 'lime zest', 'salt', 'for serving:', 'rice']"
Pinch of Yum,Elote Queso,https://pinchofyum.com/elote-queso,25 minutes,"['elotes queso:', 'butter', 'olive oil', 'jalapeño', 'garlic', 'flour', 'milk', 'v&v supremo', 'chihuahua® brand quesadilla cheese', 'salt', 'corn', 'cilantro', 'v&v supremo', 'queso fresco', 'chili powder', 'extras:', 'limes', 'chips']"
Pinch of Yum,Juicy Lucy,https://pinchofyum.com/juicy-lucy,20 minutes,"['juicy lucy ingredients:', 'ground beef', 'burger seasoning', 'american cheese', 'juicy lucy extras:', 'brioche buns', 'lettuce, tomato, onion, pickles', 'ketchup, mustard, mayo']"
Pinch of Yum,The Best Easy Italian Pasta Salad,https://pinchofyum.com/pasta-salad,30 mins,"['pasta salad essentials:', 'pasta', 'cherry tomatoes', 'mozzarella cheese balls', 'salami', 'summer sausage', 'kalamata olives', 'pepperoncini', 'red onion', 'parsley', 'italian pasta salad dressing:', 'olive oil', 'white vinegar', 'water', 'coarse sea salt', 'garlic', 'sugar', 'dry oregano', 'dry basil', 'black pepper', 'fresh herbs', 'parsley, basil, or chives']"
